GARD:0000001	GRACILE syndrome	OMIM:603358	GRACILE syndrome	false	
GARD:0000001	GRACILE syndrome	OMIM:603358	GRACILE syndrome	true	
GARD:0000003	Ablepharon macrostomia syndrome	OMIM:200110	Ablepharon macrostomia syndrome	false	
GARD:0000003	Ablepharon macrostomia syndrome	OMIM:200110	Ablepharon macrostomia syndrome	true	
GARD:0000004	Acanthocheilonemiasis	MESH:D063485	Acanthocheilonemiasis	false	
GARD:0000004	Acanthocheilonemiasis	MESH:D063485	Acanthocheilonemiasis	true	
GARD:0000005	Abetalipoproteinemia	OMIM:200100	abetalipoproteinemia	false	
GARD:0000005	Abetalipoproteinemia	OMIM:200100	abetalipoproteinemia	true	
GARD:0000006	Acromesomelic dysplasia	DOID:0080049	acromesomelic dysplasia	false	
GARD:0000006	Acromesomelic dysplasia	DOID:0080049	acromesomelic dysplasia	true	
GARD:0000007	Acromicric dysplasia	OMIM:102370	Acromicric dysplasia	false	
GARD:0000007	Acromicric dysplasia	OMIM:102370	Acromicric dysplasia	true	
GARD:0000008	Agnosia	DOID:4090	agnosia	false	
GARD:0000008	Agnosia	DOID:4090	agnosia	true	
GARD:0000011	Alternating hemiplegia of childhood	DOID:0050635	alternating hemiplegia of childhood	false	
GARD:0000011	Alternating hemiplegia of childhood	DOID:0050635	alternating hemiplegia of childhood	true	
GARD:0000012	Hypersensitivity pneumonitis	DOID:841	extrinsic allergic alveolitis	false	
GARD:0000012	Hypersensitivity pneumonitis	DOID:841	extrinsic allergic alveolitis	true	
GARD:0000012	Hypersensitivity pneumonitis	OMIM:145300	Hypersensitivity Pneumonitis, Familial	false	
GARD:0000012	Hypersensitivity pneumonitis	OMIM:145300	Hypersensitivity Pneumonitis, Familial	true	
GARD:0000013	Gillespie syndrome	OMIM:206700	Aniridia, Cerebellar Ataxia, and Mental Retardation	false	
GARD:0000013	Gillespie syndrome	OMIM:206700	Aniridia, Cerebellar Ataxia, and Mental Retardation	true	
GARD:0000013	Gillespie syndrome	Orphanet:1065	Aniridia - cerebellar ataxia - intellectual disability	false	
GARD:0000016	Oculomotor apraxia Cogan type	MESH:D003128	Coma	false	
GARD:0000016	Oculomotor apraxia Cogan type	MESH:D003128	Coma	true	
GARD:0000016	Oculomotor apraxia Cogan type	OMIM:257550	Ocular Motor Apraxia	false	
GARD:0000016	Oculomotor apraxia Cogan type	OMIM:257550	Ocular Motor Apraxia	true	
GARD:0000016	Oculomotor apraxia Cogan type	Orphanet:1125	Ocular motor apraxia, Cogan type	false	
GARD:0000016	Oculomotor apraxia Cogan type	Orphanet:1125	Ocular motor apraxia, Cogan type	true	
GARD:0000017	Arachnoid cysts	OMIM:207790	Arachnoid Cysts, Intracranial	false	
GARD:0000017	Arachnoid cysts	OMIM:207790	Arachnoid Cysts, Intracranial	true	
GARD:0000017	Arachnoid cysts	Orphanet:2356	Arachnoid cyst	false	
GARD:0000017	Arachnoid cysts	Orphanet:2356	Arachnoid cyst	true	
GARD:0000019	Dihydropyrimidine dehydrogenase deficiency	OMIM:274270	dihydropyrimidine dehydrogenase deficiency	false	
GARD:0000019	Dihydropyrimidine dehydrogenase deficiency	OMIM:274270	dihydropyrimidine dehydrogenase deficiency	true	
GARD:0000022	Bjornstad syndrome	OMIM:262000	Bjornstad syndrome	false	
GARD:0000022	Bjornstad syndrome	OMIM:262000	Bjornstad syndrome	true	
GARD:0000023	Blepharophimosis, ptosis, and epicanthus inversus syndrome type 1	MESH:C536233	Blepharophimosis syndrome type 1	false	
